hmid,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category
28092,1230,24h,I managed to get under an eight minute mile pace. I'm kind of awesome.,I managed to get under an eight minute mile pace. I'm kind of awesome.,TRUE,2,,achievement
28093,9950,24h,bought a new wallet that I was looking for. ,bought a new wallet that I was looking for. ,TRUE,1,,achievement
28094,4862,24h,My car loan was cleared yesterday and i was very happy. ,My car loan was cleared yesterday and i was very happy. ,TRUE,1,,achievement
28095,4891,24h,I got an A on the test that I barely studied for. ,I got an A on the test that I barely studied for. ,TRUE,1,,achievement
28096,737,24h,"You might think it would be money, power or fame. Well, think again. Positive psychology guru, Martin Seligman studied happiness and found these characteristics of happy people. How do you rate when it comes to feeling happy","You might think it would be money, power or fame. Well, think again. Positive psychology guru, Martin Seligman studied happiness and found these characteristics of happy people. How do you rate when it comes to feeling happy",TRUE,4,,enjoy_the_moment
28097,498,24h,I become the leader of the great squad and I achieved the highest rank,I become the leader of the great squad and I achieved the highest rank,TRUE,1,,achievement
28098,2124,24h,i gt an A on my exam,i gt an A on my exam,TRUE,1,,achievement
28099,156,24h,"I've been thinking about dreams, life and death and the reflection I've had about it made me feel complete and at peace with myself.","I've been thinking about dreams, life and death and the reflection I've had about it made me feel complete and at peace with myself.",TRUE,1,,enjoy_the_moment
28100,1783,24h,I got new underwear in the mail that I had purchased online.,I got new underwear in the mail that I had purchased online.,TRUE,1,,achievement
28101,3382,24h,My pen pal in Vermont called me unexpectedly. We've been friends for 30 years and hope to meet in person some day.,My pen pal in Vermont called me unexpectedly. We've been friends for 30 years and hope to meet in person some day.,TRUE,2,,bonding
28102,54,24h,I enjoyed having dinner with my brother and my family in the garden restaurant yesterday.,I enjoyed having dinner with my brother and my family in the garden restaurant yesterday.,TRUE,1,,affection
28103,794,24h,I beat the final boss in Dark Souls.,I beat the final boss in Dark Souls.,TRUE,1,,achievement
28104,1510,24h,I drove around town to run errands. There was not much traffic because it is spring break.,I drove around town to run errands. There was not much traffic because it is spring break.,TRUE,2,,enjoy_the_moment
28105,5732,24h,My cat has been sick and yesterday she ate some food and scampered around the apartment.,My cat has been sick and yesterday she ate some food and scampered around the apartment.,TRUE,1,,affection
28106,6215,24h,My husband got promoted at his job and will be making more money,My husband got promoted at his job and will be making more money,TRUE,1,,achievement
28107,402,24h,Meeting up with my girlfriend at the park and just talking.,Meeting up with my girlfriend at the park and just talking.,TRUE,1,affection,affection
28108,2957,24h,"Me and my family went out to travel at a nearby beach, we saw this beautiful performance of pyro dancers, it was the first time that we encountered such talent and it was really impressive. I did not say anything during the performance, I was just petrified with awe on what I saw. I could not move on from the scenario itself even after the performance has ended. I could not help but think about it. I thought that the only time I would see such performance is to visit that place again and hopefully come across these specific performers again.","Me and my family went out to travel at a nearby beach, we saw this beautiful performance of pyro dancers, it was the first time that we encountered such talent and it was really impressive. I did not say anything during the performance, I was just petrified with awe on what I saw. I could not move on from the scenario itself even after the performance has ended. I could not help but think about it. I thought that the only time I would see such performance is to visit that place again and hopefully come across these specific performers again.",TRUE,5,,enjoy_the_moment
28109,261,24h,"The offsite with colleagues was great fun. We had stimulating discussions.
","The offsite with colleagues was great fun. We had stimulating discussions.
",TRUE,2,,bonding
28110,516,24h,"My computer, which had had a hard drive failure, got finally repaired.","My computer, which had had a hard drive failure, got finally repaired.",TRUE,1,,achievement
28111,1215,24h,My son gave me a big hug in the morning when I woke him up.,My son gave me a big hug in the morning when I woke him up.,TRUE,1,,affection
28112,848,24h,My younger daughter can lift her head now.,My younger daughter can lift her head now.,TRUE,1,,affection
28113,396,24h,"I was struggling to relocate my wardrobe near windows, my husband did it for me without my knowledge before I am back from dropping kids in school.","I was struggling to relocate my wardrobe near windows, my husband did it for me without my knowledge before I am back from dropping kids in school.",TRUE,1,,affection
28114,4,24h,I worked out and was able to keep up with the entire tape.,I worked out and was able to keep up with the entire tape.,TRUE,1,achievement,achievement
28115,2272,24h,i completed all my office work and went for a nice brunch with my parter,i completed all my office work and went for a nice brunch with my parter,TRUE,1,,achievement
28116,157,24h,I enjoyed to watch the soccer.,I enjoyed to watch the soccer.,TRUE,1,,leisure
28117,466,24h,The offsite with colleagues was great fun. We had stimulating discussions.,The offsite with colleagues was great fun. We had stimulating discussions.,TRUE,2,,bonding
28118,1566,24h,I received a message from a seemingly charming lady on the Plenty of Fish dating app. ,I received a message from a seemingly charming lady on the Plenty of Fish dating app. ,TRUE,1,,achievement
28119,36,24h,I found something I had lost weeks before.,I found something I had lost weeks before.,TRUE,1,achievement,achievement
28120,2019,24h,I bought a new phone,I bought a new phone,TRUE,1,achievement,achievement
28121,4109,24h,I got to see a very good old friend that came over at my daughter's birthday.,I got to see a very good old friend that came over at my daughter's birthday.,TRUE,1,bonding,bonding
28122,373,24h,I finished work earlier than usually,I finished work earlier than usually,TRUE,1,,achievement
28123,389,24h,I went to the park,I went to the park,TRUE,1,,leisure
28124,10576,24h,I was able to reach my target weight today at 85kg. Need to lose more but still happy.,I was able to reach my target weight today at 85kg. Need to lose more but still happy.,TRUE,2,,achievement
28125,2129,24h,LAST EVENING IN MY OFFICE I GOT A GIFT CONTAINING A TOUR PACKAGE INCLUDING MY FAMILY FOR THE SUCCESS IN MY PROJECT. I FELT SURPRISE AND HAPPY.,LAST EVENING IN MY OFFICE I GOT A GIFT CONTAINING A TOUR PACKAGE INCLUDING MY FAMILY FOR THE SUCCESS IN MY PROJECT. I FELT SURPRISE AND HAPPY.,TRUE,2,,affection
28126,383,24h,I went to the gym,I went to the gym,TRUE,1,,exercise
28127,553,24h,I made tea this morning with ginger. My wife liked it very much and this made me happy.,I made tea this morning with ginger. My wife liked it very much and this made me happy.,TRUE,2,,affection
28128,311,24h,I found a great deal on a Samsonite backpack.,I found a great deal on a Samsonite backpack.,TRUE,1,,achievement
28129,104,24h,I talked to my mother on the phone for half an hour.,I talked to my mother on the phone for half an hour.,TRUE,1,,affection
28130,3284,24h,I went out with my co workers to celebrate my promotions.,I went out with my co workers to celebrate my promotions.,TRUE,1,,bonding
28131,2776,24h,I picked up my cat and he turned in my arms and seemed to hug me back while purring. I was happy that he was happy.,I picked up my cat and he turned in my arms and seemed to hug me back while purring. I was happy that he was happy.,TRUE,2,,affection
28132,25,24h,I bought a new T-shirt for myself,I bought a new T-shirt for myself,TRUE,1,,achievement
28133,257,24h,i very eagerly waiting to see my friend engagement function .she were really very cute and beautiful .she were very happy to have the engagement with his loved one .my friend character were really good and adjustable his partner were also very kind and humble .they were made for each other .they were loved a long years and they were in the living together relationship then now they were understand well and now they get soon get married.,i very eagerly waiting to see my friend engagement function .she were really very cute and beautiful .she were very happy to have the engagement with his loved one .my friend character were really good and adjustable his partner were also very kind and humble .they were made for each other .they were loved a long years and they were in the living together relationship then now they were understand well and now they get soon get married.,TRUE,1,,affection
28134,13224,24h,I went for a movie without much expectations and turned out to be one of the best movie i have seen in a while  ,I went for a movie without much expectations and turned out to be one of the best movie i have seen in a while  ,TRUE,1,,leisure
28135,1377,24h,The rain stopped and I was able to take a long walk with my dog just before daybreak.,The rain stopped and I was able to take a long walk with my dog just before daybreak.,TRUE,1,,affection
28136,5652,24h,I met up with a group of people that I haven't seen for almost half a year.,I met up with a group of people that I haven't seen for almost half a year.,TRUE,1,,bonding
28137,57,24h,I was able to play my favorite game for 3 hours. ,I was able to play my favorite game for 3 hours. ,TRUE,1,,leisure
28138,612,24h,During the lunch time My lovely wife gave me a special hug and sweet kiss.,During the lunch time My lovely wife gave me a special hug and sweet kiss.,TRUE,1,,affection
28139,2646,24h,"I went my sons school for open house yesterday, the teacher told about him very positively, that made me happy","I went my sons school for open house yesterday, the teacher told about him very positively, that made me happy",TRUE,1,affection,affection
28140,2794,24h,India won the  cricket test match against Australia today,India won the  cricket test match against Australia today,TRUE,1,,achievement
28141,3797,24h,"I had a great dinner with baked chicken, hominy, bread and a salad. ","I had a great dinner with baked chicken, hominy, bread and a salad. ",TRUE,1,,achievement
28142,9885,24h,My mom took us to dinner and I ate a shrimp chimichanga,My mom took us to dinner and I ate a shrimp chimichanga,TRUE,1,,affection
28143,6186,24h,I went for a ride in enfield bullet in the morning weather with my husband.Its awesome.,I went for a ride in enfield bullet in the morning weather with my husband.Its awesome.,TRUE,1,,affection
28144,491,24h,During its formative years the company employed foreign experts to improve its production. Its management had the foresight to establish an R&D department even though its product range was too small.,During its formative years the company employed foreign experts to improve its production. Its management had the foresight to establish an R&D department even though its product range was too small.,TRUE,2,,achievement
28145,1020,24h,My long time best friend came to visit me with family after so many years.,My long time best friend came to visit me with family after so many years.,TRUE,1,bonding,bonding
28146,1625,24h,replaced the television in home,replaced the television in home,TRUE,1,,achievement
28147,1782,24h,I found out that I was going to start a new and highly potent new medication for my IBS that I believe could finally provide me relief. ,I found out that I was going to start a new and highly potent new medication for my IBS that I believe could finally provide me relief. ,TRUE,1,,achievement
28148,330,24h,My former manager who had been out on extended sick leave due to an injury came back to work yesterday. He was my first manager when I got my current job and mentored me.,My former manager who had been out on extended sick leave due to an injury came back to work yesterday. He was my first manager when I got my current job and mentored me.,TRUE,2,,achievement
28149,589,24h,I played guitar for the first time in a while. It was really satisfying to make some music.,I played guitar for the first time in a while. It was really satisfying to make some music.,TRUE,2,,leisure
28150,35,24h,A good dinner in a nice restaurant with coworkers.,A good dinner in a nice restaurant with coworkers.,TRUE,1,,bonding
28151,524,24h,I didn't have to take my kids to school today because it's the first day of their spring break.,I didn't have to take my kids to school today because it's the first day of their spring break.,TRUE,1,,affection
28152,477,24h,"One reason that experiences (and memories of those experiences) make us happier than material things is due to the entire cycle of enjoyment that experiences provide: planning the experience, looking forward to the experience, enjoying the experience, and then remembering the experience. Make your home a gallery of positive memories.","One reason that experiences (and memories of those experiences) make us happier than material things is due to the entire cycle of enjoyment that experiences provide: planning the experience, looking forward to the experience, enjoying the experience, and then remembering the experience. Make your home a gallery of positive memories.",TRUE,2,,enjoy_the_moment
28153,37,24h,I had lunch with a friend I hadn't seen in awhile. ,I had lunch with a friend I hadn't seen in awhile. ,TRUE,1,,bonding
28154,215,24h,I watched my favorite movie with my wife late at night,I watched my favorite movie with my wife late at night,TRUE,1,,affection
28155,2416,24h,I finally got a job interview.,I finally got a job interview.,TRUE,1,,achievement
28156,8589,24h,I spent time relaxing with my husband and watching television.,I spent time relaxing with my husband and watching television.,TRUE,1,,affection
28157,237,24h,Today when i was travelling in bus I met with a stranger with whom i had a long talk.The man i met was equal to 100 books.He amazed me with many facts and experiences in his life.He also gave me many  life hacks to deal with many day to day problems.I was so glad to have such a new friend today.,Today when i was travelling in bus I met with a stranger with whom i had a long talk.The man i met was equal to 100 books.He amazed me with many facts and experiences in his life.He also gave me many  life hacks to deal with many day to day problems.I was so glad to have such a new friend today.,TRUE,1,,bonding
28158,69,24h,When i claim back 95% my insurance money from insurance company.,When i claim back 95% my insurance money from insurance company.,TRUE,1,achievement,achievement
28159,648,24h,GOT APPRECIATION FOR MY ACADEMIC PERFORMANCE FROM MY HEAD OF THE MECHANICAL DEPARTMENT,GOT APPRECIATION FOR MY ACADEMIC PERFORMANCE FROM MY HEAD OF THE MECHANICAL DEPARTMENT,TRUE,1,,achievement
28160,1833,24h,I made love to my wife ,I made love to my wife ,TRUE,1,,affection
28161,1430,24h,"I was finally able to complete several small tasks at work that had been on my to-do list for awhile, but had always been superseded by other tasks. ","I was finally able to complete several small tasks at work that had been on my to-do list for awhile, but had always been superseded by other tasks. ",TRUE,1,,achievement
28162,15,24h,Last night my father gives me a gift which is bike its very very special for me its also happiest moment for me.,Last night my father gives me a gift which is bike its very very special for me its also happiest moment for me.,TRUE,1,,affection
28163,1300,24h,I saw my dig after work. ,I saw my dig after work. ,TRUE,1,,achievement
28164,102,24h,My cousin came from my native to see my son she staying in London today she came to my home its so happy to see her in my house,My cousin came from my native to see my son she staying in London today she came to my home its so happy to see her in my house,TRUE,1,,affection
28165,449,24h,My cousin brother got engaged to his love after 3 years,My cousin brother got engaged to his love after 3 years,TRUE,1,affection,affection
28166,555,24h,The third thing made me happy is I got one credit card offer.  That they increased my reward points for my purchase and they also offered free movie tickets exclusively for my credit card that makes me happy.,The third thing made me happy is I got one credit card offer.  That they increased my reward points for my purchase and they also offered free movie tickets exclusively for my credit card that makes me happy.,TRUE,2,,achievement
28167,2628,24h,I could help rescue one puppy that was suffering on the street I have been seeing since one month. Gave me inner peace and Happiness.,I could help rescue one puppy that was suffering on the street I have been seeing since one month. Gave me inner peace and Happiness.,TRUE,2,,enjoy_the_moment
28168,1028,24h,"I once failed a programming class. In the last 24 hours, I have started and completed basic python. Very big achievement for me.I am really very happy on the moment.Went to get into my bed and noticed my daughter tucked in a picture she drew for me, saying it was a 'bedtime surprise'. It was super sweet and made my day.","I once failed a programming class. In the last 24 hours, I have started and completed basic python. Very big achievement for me.I am really very happy on the moment.Went to get into my bed and noticed my daughter tucked in a picture she drew for me, saying it was a 'bedtime surprise'. It was super sweet and made my day.",TRUE,4,,affection
28169,76,24h,I got challenging work from my boss.,I got challenging work from my boss.,TRUE,1,,achievement
28170,689,24h,I got a huge amount in as a gift from my friends as my engagement gift,I got a huge amount in as a gift from my friends as my engagement gift,TRUE,1,,bonding
28171,5046,24h,My son sang a song for me.,My son sang a song for me.,TRUE,1,affection,affection
